Logger, Chessanchez:         	Automatically truncated logfile to 1048576, MadelineProto 8.3.5
Stack trace:
#0 /home/hugo/proyectos/EnLaZac/vendor/danog/madelineproto/src/WrappedFuture.php(59): danog\MadelineProto\Connection::danog\MadelineProto\MTProtoSession\{closure}()
#1 /home/hugo/proyectos/EnLaZac/vendor/danog/madelineproto/src/MTProtoSession/CallHandler.php(92): danog\MadelineProto\WrappedFuture->await()
#2 /home/hugo/proyectos/EnLaZac/vendor/danog/madelineproto/src/Loop/Connection/PingLoop.php(64): danog\MadelineProto\Connection->methodCallAsyncRead()
#3 /home/hugo/proyectos/EnLaZac/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(425): danog\MadelineProto\Loop\Connection\PingLoop->danog\MadelineProto\Loop\Connection\{closure}()
#4 /home/hugo/proyectos/EnLaZac/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(616): Revolt\EventLoop\Internal\AbstractDriver->invokeMicrotasks()
#5 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#6 /home/hugo/proyectos/EnLaZac/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(64): Fiber->resume()
#7 /home/hugo/proyectos/EnLaZac/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(425): Revolt\EventLoop\Internal\DriverSuspension::Revolt\EventLoop\Internal\{closure}()
#8 /home/hugo/proyectos/EnLaZac/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(616): Revolt\EventLoop\Internal\AbstractDriver->invokeMicrotasks()
#9 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
